id,student_id,reward_type_id,month_number,month,year,issued_at,performance_percentage
1204,172,4,7,April,2025,4/30/2025,81%
1205,173,4,1,September,2025,9/30/2024,78%
1206,173,5,2,October,2025,10/30/2024,87%
1207,173,1,3,November,2025,11/30/2024,77%
1208,173,3,4,January,2025,1/30/2025,78%
1209,173,3,5,February,2025,2/28/2025,78%
1210,173,7,6,March,2025,3/30/2025,88%
1211,173,1,7,April,2025,4/30/2025,94%
1212,174,7,1,September,2025,9/30/2024,80%
1213,174,7,2,October,2025,10/30/2024,79%
1214,174,8,3,November,2025,11/30/2024,78%
1215,174,6,4,January,2025,1/30/2025,92%
1216,174,9,5,February,2025,2/28/2025,83%
1217,174,1,6,March,2025,3/30/2025,95%
1218,174,6,7,April,2025,4/30/2025,76%
1219,175,9,1,September,2025,9/30/2024,76%
1220,175,7,2,October,2025,10/30/2024,88%
1221,175,5,3,November,2025,11/30/2024,76%
1222,175,7,4,January,2025,1/30/2025,85%
1223,175,7,5,February,2025,2/28/2025,84%
1224,175,2,6,March,2025,3/30/2025,86%
1225,175,3,7,April,2025,4/30/2025,77%
1226,176,2,1,September,2025,9/30/2024,86%
1227,176,7,2,October,2025,10/30/2024,75%
1228,176,7,3,November,2025,11/30/2024,92%
1229,176,8,4,January,2025,1/30/2025,85%
1230,176,6,5,February,2025,2/28/2025,85%
1231,176,1,6,March,2025,3/30/2025,94%
1232,176,9,7,April,2025,4/30/2025,81%
1233,177,3,1,September,2025,9/30/2024,76%
1234,177,9,2,October,2025,10/30/2024,87%
1235,177,5,3,November,2025,11/30/2024,91%
1236,177,9,4,January,2025,1/30/2025,76%
1237,177,9,5,February,2025,2/28/2025,90%
1238,177,4,6,March,2025,3/30/2025,92%
1239,177,5,7,April,2025,4/30/2025,80%
1240,178,2,1,September,2025,9/30/2024,89%
1241,178,6,2,October,2025,10/30/2024,79%
1242,178,9,3,November,2025,11/30/2024,75%
1243,178,6,4,January,2025,1/30/2025,83%
1244,178,7,5,February,2025,2/28/2025,95%
1245,178,6,6,March,2025,3/30/2025,86%
1246,178,8,7,April,2025,4/30/2025,91%
1247,179,1,1,September,2025,9/30/2024,91%
1248,179,5,2,October,2025,10/30/2024,88%
1249,179,7,3,November,2025,11/30/2024,93%
1250,179,6,4,January,2025,1/30/2025,90%
1251,179,6,5,February,2025,2/28/2025,78%
1252,179,4,6,March,2025,3/30/2025,85%
1253,179,3,7,April,2025,4/30/2025,95%
1254,180,3,1,September,2025,9/30/2024,89%
1255,180,8,2,October,2025,10/30/2024,77%
1256,180,7,3,November,2025,11/30/2024,89%
1257,180,1,4,January,2025,1/30/2025,90%
1258,180,8,5,February,2025,2/28/2025,78%
1259,180,9,6,March,2025,3/30/2025,84%
1260,180,4,7,April,2025,4/30/2025,89%
1261,181,6,1,September,2025,9/30/2024,77%
1262,181,4,2,October,2025,10/30/2024,79%
1263,181,3,3,November,2025,11/30/2024,79%
1264,181,1,4,January,2025,1/30/2025,78%
1265,181,9,5,February,2025,2/28/2025,85%
1266,181,2,6,March,2025,3/30/2025,85%
1267,181,9,7,April,2025,4/30/2025,88%
1268,182,6,1,September,2025,9/30/2024,91%
1269,182,6,2,October,2025,10/30/2024,86%
1270,182,9,3,November,2025,11/30/2024,80%
1271,182,1,4,January,2025,1/30/2025,75%
1272,182,4,5,February,2025,2/28/2025,88%
1273,182,4,6,March,2025,3/30/2025,79%
1274,182,4,7,April,2025,4/30/2025,90%
1275,183,3,1,September,2025,9/30/2024,83%
1276,183,6,2,October,2025,10/30/2024,92%
1277,183,5,3,November,2025,11/30/2024,90%
1278,183,8,4,January,2025,1/30/2025,94%
1279,183,4,5,February,2025,2/28/2025,76%
1280,183,5,6,March,2025,3/30/2025,84%
1281,183,8,7,April,2025,4/30/2025,83%
1282,184,2,1,September,2025,9/30/2024,85%
1283,184,4,2,October,2025,10/30/2024,80%
1284,184,8,3,November,2025,11/30/2024,84%
1285,184,3,4,January,2025,1/30/2025,87%
1286,184,6,5,February,2025,2/28/2025,89%
1287,184,7,6,March,2025,3/30/2025,90%
1288,184,7,7,April,2025,4/30/2025,77%
1289,185,6,1,September,2025,9/30/2024,93%
1290,185,8,2,October,2025,10/30/2024,75%
1291,185,4,3,November,2025,11/30/2024,84%
1292,185,7,4,January,2025,1/30/2025,76%
1293,185,2,5,February,2025,2/28/2025,79%
1294,185,1,6,March,2025,3/30/2025,81%
1295,185,6,7,April,2025,4/30/2025,78%
1296,186,4,1,September,2025,9/30/2024,81%
1297,186,5,2,October,2025,10/30/2024,81%
1298,186,4,3,November,2025,11/30/2024,77%
1299,186,5,4,January,2025,1/30/2025,93%
1300,186,2,5,February,2025,2/28/2025,85%
1301,186,9,6,March,2025,3/30/2025,91%
1302,186,5,7,April,2025,4/30/2025,75%
1303,187,3,1,September,2025,9/30/2024,86%
1304,187,6,2,October,2025,10/30/2024,79%
1305,187,8,3,November,2025,11/30/2024,92%
1306,187,6,4,January,2025,1/30/2025,84%
1307,187,1,5,February,2025,2/28/2025,81%
1308,187,2,6,March,2025,3/30/2025,88%
1309,187,5,7,April,2025,4/30/2025,88%
1310,188,9,1,September,2025,9/30/2024,93%
1311,188,6,2,October,2025,10/30/2024,95%
1312,188,8,3,November,2025,11/30/2024,95%
1313,188,3,4,January,2025,1/30/2025,91%
1314,188,6,5,February,2025,2/28/2025,79%
1315,188,1,6,March,2025,3/30/2025,79%
1316,188,4,7,April,2025,4/30/2025,77%
1317,189,4,1,September,2025,9/30/2024,79%
1318,189,3,2,October,2025,10/30/2024,79%
1319,189,5,3,November,2025,11/30/2024,90%
1320,189,8,4,January,2025,1/30/2025,80%
1321,189,5,5,February,2025,2/28/2025,83%
1322,189,6,6,March,2025,3/30/2025,81%
1323,189,6,7,April,2025,4/30/2025,81%
1324,190,6,1,September,2025,9/30/2024,80%
1325,190,3,2,October,2025,10/30/2024,89%
1326,190,9,3,November,2025,11/30/2024,93%
1327,190,7,4,January,2025,1/30/2025,78%
1328,190,5,5,February,2025,2/28/2025,77%
1329,190,7,6,March,2025,3/30/2025,82%
1330,190,8,7,April,2025,4/30/2025,93%
1331,191,4,1,September,2025,9/30/2024,90%
1332,191,1,2,October,2025,10/30/2024,89%
1333,191,3,3,November,2025,11/30/2024,75%
1334,191,3,4,January,2025,1/30/2025,93%
1335,191,6,5,February,2025,2/28/2025,75%
1336,191,4,6,March,2025,3/30/2025,95%
1337,191,7,7,April,2025,4/30/2025,93%
1338,192,6,1,September,2025,9/30/2024,84%
1339,192,4,2,October,2025,10/30/2024,82%
1340,192,9,3,November,2025,11/30/2024,77%
1341,192,7,4,January,2025,1/30/2025,80%
1342,192,5,5,February,2025,2/28/2025,79%
1343,192,9,6,March,2025,3/30/2025,95%
1344,192,1,7,April,2025,4/30/2025,94%
1345,193,7,1,September,2025,9/30/2024,75%
1346,193,3,2,October,2025,10/30/2024,87%
1347,193,6,3,November,2025,11/30/2024,77%
1348,193,5,4,January,2025,1/30/2025,81%
1349,193,4,5,February,2025,2/28/2025,81%
1350,193,7,6,March,2025,3/30/2025,78%
1351,193,3,7,April,2025,4/30/2025,90%
1352,194,6,1,September,2025,9/30/2024,84%
1353,194,3,2,October,2025,10/30/2024,76%
1354,194,1,3,November,2025,11/30/2024,77%
1355,194,2,4,January,2025,1/30/2025,91%
1356,194,9,5,February,2025,2/28/2025,84%
1357,194,8,6,March,2025,3/30/2025,84%
1358,194,8,7,April,2025,4/30/2025,88%
1359,195,8,1,September,2025,9/30/2024,87%
1360,195,3,2,October,2025,10/30/2024,81%
1361,195,8,3,November,2025,11/30/2024,80%
1362,195,9,4,January,2025,1/30/2025,85%
1363,195,5,5,February,2025,2/28/2025,83%
1364,195,4,6,March,2025,3/30/2025,91%
1365,195,5,7,April,2025,4/30/2025,79%
1366,196,3,1,September,2025,9/30/2024,77%
1367,196,6,2,October,2025,10/30/2024,86%
1368,196,1,3,November,2025,11/30/2024,94%
1369,196,5,4,January,2025,1/30/2025,79%
1370,196,7,5,February,2025,2/28/2025,90%
1371,196,7,6,March,2025,3/30/2025,81%
1372,196,7,7,April,2025,4/30/2025,84%
1373,197,7,1,September,2025,9/30/2024,77%
1374,197,3,2,October,2025,10/30/2024,92%
1375,197,4,3,November,2025,11/30/2024,81%
1376,197,6,4,January,2025,1/30/2025,91%
1377,197,1,5,February,2025,2/28/2025,95%
1378,197,3,6,March,2025,3/30/2025,87%
1379,197,7,7,April,2025,4/30/2025,86%
1380,198,8,1,September,2025,9/30/2024,78%
1381,198,9,2,October,2025,10/30/2024,75%
1382,198,5,3,November,2025,11/30/2024,90%
1383,198,6,4,January,2025,1/30/2025,82%
1384,198,6,5,February,2025,2/28/2025,87%
1385,198,2,6,March,2025,3/30/2025,86%
1386,198,1,7,April,2025,4/30/2025,82%
1387,199,4,1,September,2025,9/30/2024,82%
1388,199,5,2,October,2025,10/30/2024,81%
1389,199,1,3,November,2025,11/30/2024,78%
1390,199,5,4,January,2025,1/30/2025,84%
1391,199,2,5,February,2025,2/28/2025,78%
1392,199,9,6,March,2025,3/30/2025,76%
1393,199,9,7,April,2025,4/30/2025,76%
1394,200,4,1,September,2025,9/30/2024,80%
1395,200,3,2,October,2025,10/30/2024,80%
1396,200,2,3,November,2025,11/30/2024,85%
1397,200,4,4,January,2025,1/30/2025,81%
1398,200,7,5,February,2025,2/28/2025,76%
1399,200,9,6,March,2025,3/30/2025,79%
1400,200,5,7,April,2025,4/30/2025,85%
1401,201,5,1,September,2025,9/30/2024,84%
1402,201,9,2,October,2025,10/30/2024,79%
1403,201,3,3,November,2025,11/30/2024,88%
1404,201,7,4,January,2025,1/30/2025,79%
1405,201,8,5,February,2025,2/28/2025,91%
1406,201,8,6,March,2025,3/30/2025,91%
1407,201,7,7,April,2025,4/30/2025,88%
1408,202,1,1,September,2025,9/30/2024,95%
1409,202,6,2,October,2025,10/30/2024,78%
1410,202,2,3,November,2025,11/30/2024,93%
1411,202,7,4,January,2025,1/30/2025,83%
1412,202,2,5,February,2025,2/28/2025,81%
1413,202,2,6,March,2025,3/30/2025,76%
1414,202,1,7,April,2025,4/30/2025,91%
1415,203,7,1,September,2025,9/30/2024,84%
1416,203,7,2,October,2025,10/30/2024,91%
1417,203,8,3,November,2025,11/30/2024,87%
1418,203,6,4,January,2025,1/30/2025,85%
1419,203,1,5,February,2025,2/28/2025,93%
1420,203,3,6,March,2025,3/30/2025,95%
1421,203,4,7,April,2025,4/30/2025,95%
1422,204,2,1,September,2025,9/30/2024,90%
1423,204,6,2,October,2025,10/30/2024,94%
1424,204,8,3,November,2025,11/30/2024,85%
1425,204,2,4,January,2025,1/30/2025,81%
1426,204,7,5,February,2025,2/28/2025,75%
1427,204,7,6,March,2025,3/30/2025,76%
1428,204,6,7,April,2025,4/30/2025,78%
1429,205,3,1,September,2025,9/30/2024,81%
1430,205,9,2,October,2025,10/30/2024,84%
1431,205,4,3,November,2025,11/30/2024,87%
1432,205,7,4,January,2025,1/30/2025,88%
1433,205,7,5,February,2025,2/28/2025,95%
1434,205,2,6,March,2025,3/30/2025,80%
1435,205,2,7,April,2025,4/30/2025,81%
1436,206,2,1,September,2025,9/30/2024,95%
1437,206,6,2,October,2025,10/30/2024,81%
1438,206,5,3,November,2025,11/30/2024,78%
1439,206,6,4,January,2025,1/30/2025,91%
1440,206,8,5,February,2025,2/28/2025,80%
1441,206,2,6,March,2025,3/30/2025,79%
1442,206,7,7,April,2025,4/30/2025,85%
1443,207,4,1,September,2025,9/30/2024,79%
1444,207,4,2,October,2025,10/30/2024,80%
1445,207,2,3,November,2025,11/30/2024,85%
1446,207,9,4,January,2025,1/30/2025,78%
1447,207,2,5,February,2025,2/28/2025,81%
1448,207,6,6,March,2025,3/30/2025,86%
1449,207,5,7,April,2025,4/30/2025,92%
1450,208,3,1,September,2025,9/30/2024,87%
1451,208,8,2,October,2025,10/30/2024,91%
1452,208,1,3,November,2025,11/30/2024,88%
1453,208,8,4,January,2025,1/30/2025,81%
1454,208,4,5,February,2025,2/28/2025,87%
1455,208,3,6,March,2025,3/30/2025,82%
1456,208,7,7,April,2025,4/30/2025,75%
1457,209,5,1,September,2025,9/30/2024,82%
1458,209,4,2,October,2025,10/30/2024,87%
1459,209,1,3,November,2025,11/30/2024,94%
1460,209,1,4,January,2025,1/30/2025,89%
1461,209,3,5,February,2025,2/28/2025,82%
1462,209,9,6,March,2025,3/30/2025,79%
1463,209,4,7,April,2025,4/30/2025,75%
1464,210,5,1,September,2025,9/30/2024,94%
1465,210,9,2,October,2025,10/30/2024,82%
1466,210,2,3,November,2025,11/30/2024,94%
1467,210,2,4,January,2025,1/30/2025,75%
1468,210,8,5,February,2025,2/28/2025,91%
1469,210,5,6,March,2025,3/30/2025,80%
1470,210,4,7,April,2025,4/30/2025,75%
1471,211,9,1,September,2025,9/30/2024,84%
1472,211,4,2,October,2025,10/30/2024,82%
1473,211,1,3,November,2025,11/30/2024,90%
1474,211,6,4,January,2025,1/30/2025,94%
1475,211,5,5,February,2025,2/28/2025,87%
1476,211,2,6,March,2025,3/30/2025,81%
1477,211,6,7,April,2025,4/30/2025,78%
1478,212,1,1,September,2025,9/30/2024,85%
1479,212,4,2,October,2025,10/30/2024,91%
1480,212,9,3,November,2025,11/30/2024,75%
1481,212,1,4,January,2025,1/30/2025,76%
1482,212,8,5,February,2025,2/28/2025,94%
1483,212,2,6,March,2025,3/30/2025,95%
1484,212,5,7,April,2025,4/30/2025,87%
1485,213,3,1,September,2025,9/30/2024,87%
1486,213,2,2,October,2025,10/30/2024,92%
1487,213,2,3,November,2025,11/30/2024,78%
1488,213,4,4,January,2025,1/30/2025,77%
1489,213,6,5,February,2025,2/28/2025,75%
1490,213,3,6,March,2025,3/30/2025,82%
1491,213,8,7,April,2025,4/30/2025,88%
1492,214,3,1,September,2025,9/30/2024,81%
1493,214,7,2,October,2025,10/30/2024,90%
1494,214,8,3,November,2025,11/30/2024,76%
1495,214,5,4,January,2025,1/30/2025,86%
1496,214,1,5,February,2025,2/28/2025,79%
1497,214,7,6,March,2025,3/30/2025,77%
1498,214,5,7,April,2025,4/30/2025,82%
1499,215,6,1,September,2025,9/30/2024,82%
1500,215,1,2,October,2025,10/30/2024,77%
1501,215,1,3,November,2025,11/30/2024,94%
1502,215,9,4,January,2025,1/30/2025,91%
1503,215,4,5,February,2025,2/28/2025,89%
1504,215,7,6,March,2025,3/30/2025,86%
1505,215,9,7,April,2025,4/30/2025,95%
1506,216,3,1,September,2025,9/30/2024,93%
1507,216,6,2,October,2025,10/30/2024,90%
1508,216,9,3,November,2025,11/30/2024,79%
1509,216,3,4,January,2025,1/30/2025,95%
1510,216,5,5,February,2025,2/28/2025,85%
1511,216,6,6,March,2025,3/30/2025,75%
1512,216,5,7,April,2025,4/30/2025,77%
1513,217,1,1,September,2025,9/30/2024,80%
1514,217,9,2,October,2025,10/30/2024,94%
1515,217,7,3,November,2025,11/30/2024,75%
1516,217,8,4,January,2025,1/30/2025,78%
1517,217,3,5,February,2025,2/28/2025,93%
1518,217,4,6,March,2025,3/30/2025,79%
1519,217,7,7,April,2025,4/30/2025,80%
1520,218,6,1,September,2025,9/30/2024,91%
1521,218,9,2,October,2025,10/30/2024,81%
1522,218,3,3,November,2025,11/30/2024,79%
1523,218,3,4,January,2025,1/30/2025,92%
1524,218,6,5,February,2025,2/28/2025,79%
1525,218,9,6,March,2025,3/30/2025,91%
1526,218,1,7,April,2025,4/30/2025,89%
1527,219,6,1,September,2025,9/30/2024,87%
1528,219,2,2,October,2025,10/30/2024,78%
1529,219,8,3,November,2025,11/30/2024,83%
1530,219,1,4,January,2025,1/30/2025,80%
1531,219,8,5,February,2025,2/28/2025,88%
1532,219,4,6,March,2025,3/30/2025,87%
1533,219,3,7,April,2025,4/30/2025,81%
1534,220,6,1,September,2025,9/30/2024,77%
1535,220,9,2,October,2025,10/30/2024,85%
1536,220,3,3,November,2025,11/30/2024,95%
1537,220,7,4,January,2025,1/30/2025,83%
1538,220,1,5,February,2025,2/28/2025,77%
1539,220,9,6,March,2025,3/30/2025,85%
1540,220,6,7,April,2025,4/30/2025,94%
1541,221,7,1,September,2025,9/30/2024,78%
1542,221,2,2,October,2025,10/30/2024,92%
1543,221,8,3,November,2025,11/30/2024,87%
1544,221,3,4,January,2025,1/30/2025,89%
1545,221,9,5,February,2025,2/28/2025,76%
1546,221,9,6,March,2025,3/30/2025,92%
1547,221,7,7,April,2025,4/30/2025,93%
1548,222,6,1,September,2025,9/30/2024,85%
1549,222,4,2,October,2025,10/30/2024,85%
1550,222,8,3,November,2025,11/30/2024,90%
1551,222,5,4,January,2025,1/30/2025,92%
1552,222,6,5,February,2025,2/28/2025,88%
1553,222,5,6,March,2025,3/30/2025,80%
1554,222,1,7,April,2025,4/30/2025,89%
1555,223,8,1,September,2025,9/30/2024,88%
1556,223,5,2,October,2025,10/30/2024,87%
1557,223,8,3,November,2025,11/30/2024,88%
1558,223,1,4,January,2025,1/30/2025,84%
1559,223,6,5,February,2025,2/28/2025,76%
1560,223,2,6,March,2025,3/30/2025,88%
1561,223,8,7,April,2025,4/30/2025,90%
1562,224,6,1,September,2025,9/30/2024,92%
1563,224,9,2,October,2025,10/30/2024,86%
1564,224,2,3,November,2025,11/30/2024,75%
1565,224,2,4,January,2025,1/30/2025,87%
1566,224,5,5,February,2025,2/28/2025,89%
1567,224,9,6,March,2025,3/30/2025,82%
1568,224,7,7,April,2025,4/30/2025,76%
1569,225,5,1,September,2025,9/30/2024,90%
1570,225,2,2,October,2025,10/30/2024,91%
1571,225,7,3,November,2025,11/30/2024,80%
1572,225,7,4,January,2025,1/30/2025,84%
1573,225,2,5,February,2025,2/28/2025,77%
1574,225,4,6,March,2025,3/30/2025,88%
1575,225,2,7,April,2025,4/30/2025,87%
1576,226,4,1,September,2025,9/30/2024,90%
1577,226,9,2,October,2025,10/30/2024,83%
1578,226,2,3,November,2025,11/30/2024,87%
1579,226,1,4,January,2025,1/30/2025,78%
1580,226,6,5,February,2025,2/28/2025,95%
1581,226,3,6,March,2025,3/30/2025,89%
1582,226,4,7,April,2025,4/30/2025,81%
1583,227,7,1,September,2025,9/30/2024,84%
1584,227,1,2,October,2025,10/30/2024,88%
1585,227,1,3,November,2025,11/30/2024,81%
1586,227,6,4,January,2025,1/30/2025,94%
1587,227,8,5,February,2025,2/28/2025,83%
1588,227,1,6,March,2025,3/30/2025,81%
1589,227,2,7,April,2025,4/30/2025,79%
1590,228,9,1,September,2025,9/30/2024,82%
1591,228,5,2,October,2025,10/30/2024,86%
1592,228,2,3,November,2025,11/30/2024,82%
1593,228,5,4,January,2025,1/30/2025,91%
1594,228,4,5,February,2025,2/28/2025,93%
1595,228,1,6,March,2025,3/30/2025,81%
1596,228,7,7,April,2025,4/30/2025,92%
1597,229,3,1,September,2025,9/30/2024,88%
1598,229,8,2,October,2025,10/30/2024,95%
1599,229,1,3,November,2025,11/30/2024,80%
1600,229,8,4,January,2025,1/30/2025,79%
1601,229,3,5,February,2025,2/28/2025,94%
1602,229,2,6,March,2025,3/30/2025,85%
1603,229,7,7,April,2025,4/30/2025,86%
1604,230,1,1,September,2025,9/30/2024,93%
1605,230,3,2,October,2025,10/30/2024,77%
1606,230,5,3,November,2025,11/30/2024,82%
1607,230,7,4,January,2025,1/30/2025,84%
1608,230,5,5,February,2025,2/28/2025,90%
1609,230,2,6,March,2025,3/30/2025,81%
1610,230,3,7,April,2025,4/30/2025,79%
1611,231,2,1,September,2025,9/30/2024,93%
1612,231,5,2,October,2025,10/30/2024,81%
1613,231,3,3,November,2025,11/30/2024,83%
1614,231,1,4,January,2025,1/30/2025,83%
1615,231,2,5,February,2025,2/28/2025,79%
1616,231,4,6,March,2025,3/30/2025,87%
1617,231,8,7,April,2025,4/30/2025,87%
1618,232,3,1,September,2025,9/30/2024,93%
1619,232,6,2,October,2025,10/30/2024,75%
1620,232,7,3,November,2025,11/30/2024,80%
1621,232,2,4,January,2025,1/30/2025,85%
1622,232,4,5,February,2025,2/28/2025,76%
1623,232,8,6,March,2025,3/30/2025,91%
1624,232,1,7,April,2025,4/30/2025,90%
1625,233,2,1,September,2025,9/30/2024,83%
1626,233,5,2,October,2025,10/30/2024,75%
1627,233,5,3,November,2025,11/30/2024,95%
1628,233,7,4,January,2025,1/30/2025,81%
1629,233,6,5,February,2025,2/28/2025,82%
1630,233,1,6,March,2025,3/30/2025,88%
1631,233,6,7,April,2025,4/30/2025,94%
1632,234,6,1,September,2025,9/30/2024,89%
1633,234,7,2,October,2025,10/30/2024,87%
1634,234,2,3,November,2025,11/30/2024,84%
1635,234,2,4,January,2025,1/30/2025,88%
1636,234,9,5,February,2025,2/28/2025,81%
1637,234,1,6,March,2025,3/30/2025,83%
1638,234,5,7,April,2025,4/30/2025,79%
1639,235,7,1,September,2025,9/30/2024,95%
1640,235,6,2,October,2025,10/30/2024,85%
1641,235,2,3,November,2025,11/30/2024,90%
1642,235,4,4,January,2025,1/30/2025,75%
1643,235,1,5,February,2025,2/28/2025,92%
1644,235,8,6,March,2025,3/30/2025,88%
1645,235,7,7,April,2025,4/30/2025,86%
1646,236,3,1,September,2025,9/30/2024,94%
1647,236,1,2,October,2025,10/30/2024,86%
1648,236,7,3,November,2025,11/30/2024,90%
1649,236,2,4,January,2025,1/30/2025,83%
1650,236,9,5,February,2025,2/28/2025,87%
1651,236,4,6,March,2025,3/30/2025,84%
1652,236,8,7,April,2025,4/30/2025,94%
1653,237,1,1,September,2025,9/30/2024,84%
1654,237,2,2,October,2025,10/30/2024,89%
1655,237,3,3,November,2025,11/30/2024,79%
1656,237,9,4,January,2025,1/30/2025,83%
1657,237,5,5,February,2025,2/28/2025,77%
1658,237,8,6,March,2025,3/30/2025,88%
1659,237,1,7,April,2025,4/30/2025,83%
1660,238,6,1,September,2025,9/30/2024,76%
1661,238,3,2,October,2025,10/30/2024,86%
1662,238,5,3,November,2025,11/30/2024,95%
1663,238,8,4,January,2025,1/30/2025,81%
1664,238,1,5,February,2025,2/28/2025,91%
1665,238,1,6,March,2025,3/30/2025,89%
1666,238,8,7,April,2025,4/30/2025,94%
1667,239,2,1,September,2025,9/30/2024,83%
1668,239,4,2,October,2025,10/30/2024,86%
1669,239,7,3,November,2025,11/30/2024,89%
1670,239,5,4,January,2025,1/30/2025,75%
1671,239,8,5,February,2025,2/28/2025,95%
1672,239,2,6,March,2025,3/30/2025,94%
1673,239,1,7,April,2025,4/30/2025,82%
1674,240,8,1,September,2025,9/30/2024,86%
1675,240,4,2,October,2025,10/30/2024,75%
1676,240,8,3,November,2025,11/30/2024,87%
1677,240,4,4,January,2025,1/30/2025,83%
1678,240,4,5,February,2025,2/28/2025,84%
1679,240,5,6,March,2025,3/30/2025,89%
1680,240,7,7,April,2025,4/30/2025,89%
1681,241,9,1,September,2025,9/30/2024,89%
1682,241,5,2,October,2025,10/30/2024,79%
1683,241,8,3,November,2025,11/30/2024,83%
1684,241,1,4,January,2025,1/30/2025,86%
1685,241,3,5,February,2025,2/28/2025,90%
1686,241,2,6,March,2025,3/30/2025,84%
1687,241,1,7,April,2025,4/30/2025,80%
1688,242,2,1,September,2025,9/30/2024,81%
1689,242,7,2,October,2025,10/30/2024,78%
1690,242,4,3,November,2025,11/30/2024,80%
1691,242,7,4,January,2025,1/30/2025,83%
1692,242,6,5,February,2025,2/28/2025,80%
1693,242,6,6,March,2025,3/30/2025,94%
1694,242,9,7,April,2025,4/30/2025,82%
1695,243,4,1,September,2025,9/30/2024,77%
1696,243,5,2,October,2025,10/30/2024,83%
1697,243,4,3,November,2025,11/30/2024,88%
1698,243,1,4,January,2025,1/30/2025,84%
1699,243,8,5,February,2025,2/28/2025,77%
1700,243,4,6,March,2025,3/30/2025,82%
1701,243,3,7,April,2025,4/30/2025,93%
1702,244,9,1,September,2025,9/30/2024,78%
1703,244,8,2,October,2025,10/30/2024,78%
1704,244,2,3,November,2025,11/30/2024,76%
1705,244,7,4,January,2025,1/30/2025,92%
1706,244,9,5,February,2025,2/28/2025,83%
1707,244,9,6,March,2025,3/30/2025,80%
1708,244,7,7,April,2025,4/30/2025,89%
1709,245,8,1,September,2025,9/30/2024,87%
1710,245,1,2,October,2025,10/30/2024,86%
1711,245,3,3,November,2025,11/30/2024,89%
1712,245,1,4,January,2025,1/30/2025,76%
1713,245,2,5,February,2025,2/28/2025,84%
1714,245,3,6,March,2025,3/30/2025,90%
1715,245,1,7,April,2025,4/30/2025,95%
1716,246,7,1,September,2025,9/30/2024,95%
1717,246,8,2,October,2025,10/30/2024,80%
1718,246,8,3,November,2025,11/30/2024,76%
1719,246,5,4,January,2025,1/30/2025,75%
1720,246,9,5,February,2025,2/28/2025,78%
1721,246,2,6,March,2025,3/30/2025,78%
1722,246,1,7,April,2025,4/30/2025,91%
1723,247,3,1,September,2025,9/30/2024,79%
1724,247,9,2,October,2025,10/30/2024,76%
1725,247,7,3,November,2025,11/30/2024,93%
1726,247,9,4,January,2025,1/30/2025,94%
1727,247,7,5,February,2025,2/28/2025,86%
1728,247,7,6,March,2025,3/30/2025,87%
1729,247,2,7,April,2025,4/30/2025,91%
1730,248,2,1,September,2025,9/30/2024,84%
1731,248,8,2,October,2025,10/30/2024,91%
1732,248,5,3,November,2025,11/30/2024,85%
1733,248,2,4,January,2025,1/30/2025,75%
1734,248,8,5,February,2025,2/28/2025,92%
1735,248,7,6,March,2025,3/30/2025,93%
1736,248,3,7,April,2025,4/30/2025,80%
1737,249,7,1,September,2025,9/30/2024,81%
1738,249,5,2,October,2025,10/30/2024,82%
1739,249,6,3,November,2025,11/30/2024,85%
1740,249,9,4,January,2025,1/30/2025,80%
1741,249,6,5,February,2025,2/28/2025,86%
1742,249,2,6,March,2025,3/30/2025,87%
1743,249,8,7,April,2025,4/30/2025,89%
1744,250,4,1,September,2025,9/30/2024,82%
1745,250,1,2,October,2025,10/30/2024,86%
1746,250,4,3,November,2025,11/30/2024,94%
1747,250,7,4,January,2025,1/30/2025,95%
1748,250,6,5,February,2025,2/28/2025,80%
1749,250,8,6,March,2025,3/30/2025,75%
1750,250,2,7,April,2025,4/30/2025,77%
1751,251,4,1,September,2025,9/30/2024,75%
1752,251,1,2,October,2025,10/30/2024,87%
1753,251,1,3,November,2025,11/30/2024,76%
1754,251,1,4,January,2025,1/30/2025,89%
1755,251,2,5,February,2025,2/28/2025,88%
1756,251,4,6,March,2025,3/30/2025,86%
1757,251,9,7,April,2025,4/30/2025,85%
1758,252,2,1,September,2025,9/30/2024,88%
1759,252,7,2,October,2025,10/30/2024,77%
1760,252,1,3,November,2025,11/30/2024,88%
1761,252,4,4,January,2025,1/30/2025,82%
1762,252,1,5,February,2025,2/28/2025,79%
1763,252,7,6,March,2025,3/30/2025,92%
1764,252,1,7,April,2025,4/30/2025,81%
1765,253,6,1,September,2025,9/30/2024,88%
1766,253,4,2,October,2025,10/30/2024,84%
1767,253,4,3,November,2025,11/30/2024,78%
1768,253,2,4,January,2025,1/30/2025,91%
1769,253,1,5,February,2025,2/28/2025,78%
1770,253,9,6,March,2025,3/30/2025,85%
1771,253,5,7,April,2025,4/30/2025,83%
1772,254,4,1,September,2025,9/30/2024,85%
1773,254,5,2,October,2025,10/30/2024,89%
1774,254,3,3,November,2025,11/30/2024,84%
1775,254,8,4,January,2025,1/30/2025,77%
1776,254,8,5,February,2025,2/28/2025,81%
1777,254,2,6,March,2025,3/30/2025,75%
1778,254,7,7,April,2025,4/30/2025,80%
1779,255,7,1,September,2025,9/30/2024,95%
1780,255,1,2,October,2025,10/30/2024,95%
1781,255,2,3,November,2025,11/30/2024,89%
1782,255,8,4,January,2025,1/30/2025,75%
1783,255,5,5,February,2025,2/28/2025,85%
1784,255,3,6,March,2025,3/30/2025,85%
